id;1975;1985;1995;2005
aeronautica_6686;9.591227281379128;9.820305186715025;10.143849937845314;10.467635273363532
aeronautica_6691;5.059739131430787;5.421651201069057;6.001256051239425;6.481808329906704
aeronautica_6692;3.875623574141802;4.2793258693255805;4.758214247674802;5.255256874358059
aeronautica_6693;11.513220196590938;11.757918060688697;11.917629336984326;12.134438279849311
aeronautica_6694;17.365082646550345;17.639584881408364;18.052781864418275;18.55556902433228
aeronautica_6697;12.72330028934141;13.027449597124292;13.176479389187548;13.445746669206281
aeronautica_6707;17.097822807006125;17.40411072759585;17.843862336582998;18.313270740210715
aeronautica_6709;13.564973660669285;13.842569321149057;14.365100063394745;14.915870347455014
aeronautica_6710;17.171524907830076;17.50270527844241;17.951669035118318;NA
aeronautica_6718;17.56801647357538;17.98680067246328;18.456943468851993;19.01709780523536
aeronautica_6720;17.04372873540757;17.454993745303717;17.909074415434205;18.442112992889395
aeronautica_6721;17.21013122866639;17.64640618723116;18.12378767518662;18.699541438741967
aeronautica_6723;17.428423267916735;17.7419082763627;18.23021419772843;18.763114200896077
aeronautica_6729;17.869918055959563;18.18064414343694;18.636870304085704;19.153980916725033
aeronautica_6730;17.74620660196898;18.10194066676298;18.54987414254242;19.100647257491858
aeronautica_6733;16.719818187695815;17.081004772197385;17.449436723490532;17.965531285347133
aeronautica_6758;5.205775369814021;5.529141581263586;6.013476177989757;6.45749085153601
aeronautica_6766;17.21801568881075;17.614664654033945;18.07166719838492;NA
aeronautica_6769;17.688496065995988;18.08428671832781;18.417477166765423;18.71451888500969
aeronautica_6771;18.83311580113421;18.974387210674035;19.282386054921908;19.77175346559538
aeronautica_6773;19.36278637051162;19.64737959665502;19.998576052119617;20.30120578599346
aeronautica_6776;17.736791523971696;17.854456182689326;18.18736033858401;18.503491055515944
aeronautica_6777;20.433922336608088;20.70468364933512;21.033156484129925;21.396758560301944
aeronautica_6779;18.411350138756784;18.661120677393264;19.05146730862696;19.430000518006512
aeronautica_6782;15.964632382609357;16.463627394373617;17.004441000960668;17.380741984959354
aeronautica_6794;20.34690517462083;20.483237842424376;20.914414546617223;21.438218567269164
aeronautica_6797;19.024859083390414;19.22524466033297;19.5182774655423;20.017270626415634
aeronautica_6803;18.94865310365711;19.11753907147007;19.383755065273;19.86386860489276
aeronautica_6812;20.145465751240454;20.118933395159374;20.534303407844714;21.006018731489494
aeronautica_6814;20.840597552332635;21.002768756958627;21.50481175698593;NA
aeronautica_6817;19.829296050579423;19.97540048467258;20.42590472350431;20.91658577569129
aeronautica_6820;21.371949651522563;21.46525297690729;21.881546292557083;22.34899082487053
aeronautica_6821;19.425907903990915;19.564405620705465;20.088705743269628;20.599729977482248
aeronautica_6822;17.83734651585968;17.946185884363032;18.41984217563506;18.907489797437844
aeronautica_6826;15.299317733582866;15.66563892402632;16.137407495910992;16.57626335124633
aeronautica_6827;20.853783136691924;21.07423597085554;21.53467847223856;22.032790061636813
aeronautica_6828;14.169242786626933;14.239730825531028;14.564434010281559;14.923729059926725
aeronautica_6834;20.867949553369115;20.926828964093293;21.428521675363456;21.855454125528542
aeronautica_6836;12.106784304995465;12.1682222597933;12.522284726322928;12.853078931743479
aeronautica_6841;18.616555573576555;18.957747664991082;19.24326822502781;19.598103610120315
aeronautica_6850;19.59036957659781;19.890565001953355;20.388888375619135;20.773929629965686
aeronautica_6851;18.38496130418605;18.62618193841707;19.17388435313459;19.625947379073953
aeronautica_6853;14.71754107614123;14.829730419965705;15.219910639341817;15.526111725956019
aeronautica_6856;19.77744086133236;19.903169869265653;20.25699622746037;20.627802377598698
aeronautica_6859;21.227299512053712;21.393184232837143;21.8585646841777;22.20138383549151
aeronautica_6863;17.8597954266486;17.900762231259325;18.175049517279884;18.405551372955816
aeronautica_6865;9.67052626556521;10.000985871544792;10.339694497501059;10.631741269337898
aeronautica_6867;19.48206896436468;19.71397355382558;20.152975206581818;20.58433397623516
aeronautica_6869;19.192654959259126;19.36636317848936;19.755753006237473;20.051996256202617
aeronautica_6874;19.81424262274924;20.29089277898838;20.853882358822357;21.045347881951365
aeronautica_6881;20.793235797956726;20.852096920869077;21.187630870995907;21.57589623128402
aeronautica_6883;21.277882468433933;21.626508673103093;21.986078703148234;22.27313669669108
aeronautica_6884;15.80045103744763;16.10517898305172;16.60016505966236;NA
aeronautica_6889;20.909629771303223;21.137273045101733;21.624228097284455;21.79430830832683
aeronautica_6891;22.359540668582923;22.672272683151462;23.14511448998786;23.42757918211892
aeronautica_6893;21.821295195989862;22.139900873941308;22.595268581786936;22.88660188155807
aeronautica_6897;19.94175789370471;20.207632225780735;20.554822724581086;20.82453881236503
aeronautica_6901;21.223685756892536;21.57088855279991;22.05010447320621;22.318433575224972
aeronautica_6914;19.912898475935297;20.004264487550465;20.431510557634244;NA
aeronautica_6919;22.562663600520793;22.69196487314168;23.060304338764777;23.384384824217047
aeronautica_6922;21.109946235793107;21.214552402782623;21.77489232509592;22.198659932222185
aeronautica_6923;21.622382615292764;21.78492560159826;22.2579198154466;22.56687339410171
bolzano_176;14.090961064857904;14.569340585974842;15.025863791926362;15.404677878418703
bolzano_203;17.04892025056627;17.43751120515629;17.886903079406277;18.49915168087999
bolzano_223;11.422975087692969;11.685791309862221;11.904136532508195;12.144545695246336
bolzano_39;12.453891933343485;12.826659485123304;13.123546016107593;13.360228286426423
bolzano_5;10.662422956908323;10.887293980377963;11.22209976546545;11.565362614839533
bolzano_77;13.390111898287927;13.679517822565932;13.922746452554573;14.290707762593359
