id;1975;1985;1995;2005
abruzzo_1112;NA;NA;214.214;272.31296296296296
abruzzo_1707;NA;6.615384615384617;8.340209359605913;8.320512820512821
abruzzo_1966;NA;NA;NA;166.592
abruzzo_1982;NA;NA;216.69655172413792;267.32586206896553
abruzzo_2135;NA;13.538;17.864285714285714;21.0125
abruzzo_2137;NA;NA;NA;190.61785714285713
aeronautica_6686;0;0;0;0
aeronautica_6690;NA;62.218849206349205;105.38;154.69
aeronautica_6691;0;0;0;0
aeronautica_6692;0;0;0;0
aeronautica_6693;0;0;0;0
aeronautica_6694;81.63229885057471;99.65339901477832;135.35165845648604;166.45429802955667
aeronautica_6697;0.7270689655172415;0.7714285714285718;1.184193121693122;3.676719576719577
aeronautica_6700;NA;79.51379310344828;113.08397190293742;NA
aeronautica_6703;NA;NA;NA;NA
aeronautica_6707;42.579166666666666;56.15892857142857;89.27333333333333;126.11666666666666
aeronautica_6709;1.3766666666666665;11.855344827586206;30.318563218390807;55.662356321839084
aeronautica_6710;63.345;76.11442528735631;117.87582922824302;NA
aeronautica_6711;NA;62.40892857142857;99.17333333333333;136.97666666666666
aeronautica_6717;NA;84.96607142857142;128.79833333333335;173.225
aeronautica_6718;101.95;128.6732142857143;186.40166666666667;243.93166666666667
aeronautica_6720;68.655;81.88;121.01846880131363;158.2183908045977
aeronautica_6721;144.6997701149425;167.10362068965517;227.3457471264368;285.88749178981936
aeronautica_6723;81.71833333333333;113.8378735632184;177.86028735632183;233.9462643678161
aeronautica_6729;120.6233908045977;149.77293103448275;205.13281609195403;266.145
aeronautica_6730;102.62137931034482;126.89477011494252;183.88591954022988;246.95300082101804
aeronautica_6733;66.5875;86.52500000000002;123.07833333333335;173.8166666666667
aeronautica_6735;NA;97.05839947089947;123.0216091954023;156.9548275862069
aeronautica_6736;NA;173.5107142857143;214.995;268.45166666666665
aeronautica_6749;NA;0.24807692307692292;0.7242656449553001;NA
aeronautica_6750;NA;49.52634555738003;67.99505336617405;NA
aeronautica_6758;0;0;0;0
aeronautica_6763;NA;186.95793650793652;246.64333333333335;306.7633333333333
aeronautica_6766;134.8614367816092;177.41511494252873;230.65402298850574;NA
aeronautica_6768;NA;59.696379310344824;93.157208994709;138.10502645502646
aeronautica_6769;43.17166666666667;57.53;85.52258620689656;119.73833333333333
aeronautica_6771;63.275925925925925;87.72413793103448;137.0446551724138;211.13333333333333
aeronautica_6773;91.93890804597702;123.56913793103448;172.50954022988506;191.7772988505747
aeronautica_6776;133.22093596059113;148.97666666666666;194.32706896551724;246.84103448275863
aeronautica_6777;128.55625;172.27142857142857;231.61333333333332;293.85333333333335
aeronautica_6779;9.943563218390805;22.01919540229885;55.01132183908046;98.50666666666666
aeronautica_6782;115.41333333333333;143.6455172413793;204.65597701149426;247.9514367816092
aeronautica_6784;NA;73.4242724867725;119.87379310344828;178.07666666666668
aeronautica_6787;NA;97.63928571428572;139.205;176.74666666666667
aeronautica_6790;NA;NA;120.40366493340632;167.89575123152707
aeronautica_6794;95.27632183908045;111.01201149425287;156.4059195402299;205.40333333333334
aeronautica_6795;NA;121.4889687100894;NA;230.44642857142858
aeronautica_6797;85.28162393162393;121.25258620689654;168.90800000000002;225.98846153846154
aeronautica_6803;115.31822660098523;140.01631773399015;191.56773504273505;256.5974358974359
aeronautica_6810;NA;61.14999999999999;94.08114942528735;146.41344827586207
aeronautica_6812;305.6327586206897;341.8431034482758;442.57166666666666;532.6266666666667
aeronautica_6814;121.60129310344827;148.23833333333332;200.56183908045978;NA
aeronautica_6815;NA;NA;283.9738233127026;371.87077996715925
aeronautica_6817;134.93166666666667;162.055;222.39333333333332;282.17936781609194
aeronautica_6819;NA;94.76997354497355;134.1967816091954;182.16
aeronautica_6820;131.42499999999998;159.09833333333333;237.08666666666664;285.45001231527095
aeronautica_6821;99.40833333333333;126.55333333333333;189.31666666666666;225.68440886699508
aeronautica_6822;78.71166666666666;109.65833333333333;156.09;194.89833333333334
aeronautica_6826;72.05258620689655;88.63333333333334;132.01666666666668;164.985
aeronautica_6827;120.8;153.25333333333333;221.81500000000003;300.8666666666667
aeronautica_6828;41.297528735632184;51.42551724137931;79.61111111111111;102.12037037037037
aeronautica_6834;239.75833333333333;237.94333333333333;304.68333333333334;346.6380459770115
aeronautica_6836;3.264367816091954;7.594540229885057;17.149252873563217;23.537298850574714
aeronautica_6841;175.285;216.425;270.3247701149425;318.221091954023
aeronautica_6844;NA;241.31607142857143;310.99;372.9891374749133
aeronautica_6850;332.435;350.6631034482759;421.6357183908046;464.200785440613
aeronautica_6851;84.91;99.96166666666667;163.9;213.34333333333333
aeronautica_6853;21.33390804597701;26.2943144499179;50.75323161831782;67.69959808709808
aeronautica_6856;159.57833333333332;197.7710344827586;279.9371264367816;343.84103448275863
aeronautica_6858;NA;394.3849425287357;494.63224137931036;567.3333333333334
aeronautica_6863;81.82778325123152;105.1348645320197;138.5761411800205;162.9524470899471
aeronautica_6865;0;0;0.10862068965517237;0.9519540229885055
aeronautica_6869;185.28333333333333;233.63316091954022;334.2565517241379;402.6848275862069
aeronautica_6870;NA;NA;188.04885057471265;227.3780459770115
aeronautica_6881;324.5083333333333;359.90500000000003;447.7833333333333;519.2968965517241
aeronautica_6882;NA;NA;354.71205026455027;430.6903694581281
aeronautica_6889;174.62241025641026;242.2624589490969;362.5873335157818;429.7546296296296
aeronautica_6891;143.22108262108262;211.33350574712645;315.1768390804598;395.42789819376026
aeronautica_6893;94.75166666666667;152.33035714285714;226.73666666666668;294.9533333333333
