yy;id;win;spr;sum;aut
1975;aeronautica_6709;106.38544444444445;266.6564487179487;NA;NA
1975;aeronautica_6720;180.67782051282052;229.32262725779967;168.3399014778325;239.37425287356322
1975;aeronautica_6721;167.5279054916986;222.570625798212;232.32943349753697;225.72362251413975
1975;aeronautica_6729;182.8956809116809;237.40383333333335;271.812;241.8831851851852
1975;aeronautica_6730;193.53333333333333;223.31353276353275;263.7317663817664;249.49508465608466
1975;aeronautica_6769;152.79597701149424;161.2471264367816;173.27586206896552;217.765
1975;aeronautica_6771;208.08219373219373;188.01851851851853;78.72037037037038;226.84814814814814
1975;aeronautica_6773;233.2748604269294;215.51218390804598;123.79149425287356;329.0755172413793
1975;aeronautica_6779;NA;NA;NA;NA
1975;aeronautica_6782;273.7560689655172;NA;254.46762820512822;NA
1975;aeronautica_6827;298.72923076923075;185.2668091168091;94.62962962962963;338.4039886039886
1975;aeronautica_6828;NA;NA;NA;NA
1975;aeronautica_6841;230.11;114.39125615763547;46.393418803418804;270.6859523809524
1975;aeronautica_6856;191.4316091954023;137.10333333333332;55.147126436781605;186.53310344827585
1975;aeronautica_6859;199.5804761904762;133.45919540229886;72.00670771756978;220.68011494252875
1975;aeronautica_6881;330.47011494252877;175.96068965517242;58.53817733990148;270.80809523809523
1975;aeronautica_6883;168.853078817734;96.7;15.729802955665026;170.4344827586207
1975;aeronautica_6891;NA;79.47724358974358;NA;NA
1975;aeronautica_6919;178.95925925925926;125.22857142857143;27.15410052910053;155.1673076923077
1975;aeronautica_6923;167.50880952380953;105.01666666666667;22.100689655172417;141.60701149425287
1975;bolzano_102;103.59;179.11999999999998;381.35333333333324;196.29999999999998
1975;bolzano_150;145.36;236.22333333333336;346.61;243.87666666666667
1975;bolzano_172;68.42597701149425;165.05666666666667;305.55333333333334;173.03
1975;bolzano_176;70.20512329305433;195.86896551724138;308.1827586206897;181.94137931034484
1975;bolzano_197;111.13103448275862;221.25172413793103;349.82758620689657;214.84285714285716
1975;bolzano_203;88.42333333333333;174.85666666666665;255.00333333333333;178.35
1975;bolzano_223;99.0967816091954;186.43333333333334;343.5133333333334;225.24333333333334
1975;bolzano_5;107.74666666666667;151.12333333333333;235.07666666666665;170.36333333333334
1975;bolzano_94;81.65333333333334;168.64666666666665;330.73022988505744;196.29298850574713
1975;calabria_108;244.6255291005291;127.88620689655173;33.93942711184091;257.34827586206893
1975;calabria_127;398.335;208.70666666666665;77.76333333333334;295.76666666666665
1975;calabria_135;514.5024928774928;268.21555555555557;102.37218390804598;312.5133333333333
1975;calabria_140;400.390603904397;219.63589490968803;62.236666666666665;302.0477011494253
1975;calabria_157;592.8583703703704;250.87777777777777;71.8402380952381;350.67241379310343
1975;calabria_160;600.1738205128205;287.18374384236455;71.3690932311622;379.60833333333335
1975;calabria_18;367.8017142857143;182.1941251596424;56.53491789819376;249.4395238095238
1975;calabria_191;283.1351724137931;125.05;30.673333333333332;262.28666666666663
1975;calabria_196;375.56451559934317;173.27678160919538;41.31977011494253;278.2266666666667
1975;calabria_198;NA;NA;116.93733333333333;495.3503333333333
1975;calabria_208;789.4616858237548;365.6792857142857;87.47333333333333;465.2733333333333
1975;calabria_212;450.7620689655172;190.0893103448276;37.23023809523809;333.5554022988506
1975;calabria_213;396.4746360153257;186.51595238095237;38.71333333333333;347.88149425287355
1975;calabria_215;476.2441300717163;245.7542528735632;35.19816091954023;335.8582512315271
1975;calabria_217;240.42827586206897;98.02988505747126;20.24885057471264;236.19866812625432
1975;calabria_218;333.5891282051282;153.59703703703704;34.03333333333333;257.4533333333333
1975;calabria_226;340.1344827586207;166.04954022988505;24.186666666666667;248.33609195402298
1975;calabria_246;291.13666666666666;171.75632183908044;62.7;260.3732183908046
1975;calabria_261;520.2657733990147;291.8614039408867;97.70218390804598;378.7741379310345
1975;calabria_266;435.13592775041053;253.13595238095238;94.85333333333332;352.5288095238095
1975;calabria_290;361.84032804232805;212.0845466155811;86.95837438423645;283.98386699507387
1975;calabria_294;315.6655172413793;186.04459770114943;68.41218390804599;261.2766666666667
1975;calabria_307;500.9321428571429;275.50561576354676;107.07379310344828;345.34137931034485
1975;calabria_338;504.0243076923077;286.16517241379313;85.46494252873563;323.3104761904762
1975;calabria_343;354.16079638752046;221.2348275862069;75.69;271.38344827586207
1975;calabria_345;396.7645238095238;244.9793103448276;79.71494252873563;315.2528735632184
1975;calabria_380;187.61228243021347;107.03103448275861;36.90714285714286;163.28085659551178
1975;calabria_386;287.1897701149426;155.19;66.84;213.60333333333332
1975;calabria_60;363.1853174603175;188.06911330049263;57.1;330.0233333333333
1975;calabria_7;NA;237.7626666666667;68.45;277.3935632183908
1975;emiliaromagna_14158;170.03666666666666;207.81333333333333;161.18;232.40666666666667
1975;emiliaromagna_14246;NA;155.32234482758622;159.5;163.26461538461538
1975;emiliaromagna_14271;171.66;207.5855172413793;180.82;250.06666666666666
1975;emiliaromagna_14415;179.1103448275862;223.7793103448276;189.06896551724137;263.8
1975;emiliaromagna_14444;NA;NA;169.29655172413794;187.3842175066313
1975;emiliaromagna_14458;129.36231527093597;158;154.8896551724138;178.38620689655173
1975;emiliaromagna_9101;264.4895287356322;263.45902298850575;187.6480459770115;313.84045977011493
1975;emiliaromagna_9177;NA;149.34185185185186;169.35333333333335;184.39000000000001
1975;emiliaromagna_9230;548.3438703703704;521.7337777777777;302.27863247863246;673.2461538461539
1975;emiliaromagna_9244;175.88;234.7;176.79666666666668;255.75
1975;emiliaromagna_9287;197.72;241.3;181.65666666666667;264.53333333333336
